DocumentID,DocumentTitle,LastUpdated,SectionID,SectionSlug,HeaderLevel,HeaderText,BodyText,ParentSectionID,Keywords,URLs
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-253,power-hacksaw-safe-work-procedure,4,Power Hacksaw Safe Work Procedure,Power Hacksaw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/power-hacksaw-safe-work-procedure-2793>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/power-hacksaw-safe-work-procedure-2793
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-254,radical-arm-saw-risk-management-form,4,Radical Arm Saw Risk Management Form,Radical Arm Saw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/radical-arm-saw-risk-man-agement-form-2797>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/radical-arm-saw-risk-man-agement-form-2797
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-255,radical-arm-saw-safe-work-procedure,4,Radical Arm Saw Safe Work Procedure,Radical Arm Saw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/radical-arm-saw-safe-work-procedure-2796>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/radical-arm-saw-safe-work-procedure-2796
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-256,reciprocating-saw-risk-management-form,4,Reciprocating Saw Risk Management Form,Reciprocating Saw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/reciprocating-saw-risk-man-agement-form-2799>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/reciprocating-saw-risk-man-agement-form-2799
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-257,reciprocating-saw-safe-work-procedure,4,Reciprocating Saw Safe Work Procedure,Reciprocating Saw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/reciprocating-saw-safe-work-procedure-2798>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/reciprocating-saw-safe-work-procedure-2798
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-258,rip-saw-table-saw-bench-saw-risk-management-form,4,"Rip Saw (Table Saw, Bench Saw) Risk Management Form","Rip Saw (Table Saw, Bench Saw) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/rip-saw-table-saw-bench-saw-risk-management-form-2805>",plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/rip-saw-table-saw-bench-saw-risk-management-form-2805
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-259,rip-saw-table-saw-bench-saw-safe-work-procedure,4,"Rip Saw (Table Saw, Bench Saw) Safe Work Procedure","Rip Saw (Table Saw, Bench Saw) Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/rip-saw-table-saw-bench-saw-safe-work-procedure-2804>",plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/rip-saw-table-saw-bench-saw-safe-work-procedure-2804
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-260,scrolling-saw-risk-management-form,4,Scrolling Saw Risk Management Form,Scrolling Saw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/scrolling-saw-risk-manage-ment-form-2826>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/scrolling-saw-risk-manage-ment-form-2826
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-261,scrolling-saw-safe-work-procedure,4,Scrolling Saw Safe Work Procedure,Scrolling Saw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/scrolling-saw-safe-work-pro-cedure-2825>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/scrolling-saw-safe-work-pro-cedure-2825
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-262,tenon-saw-risk-management-form,4,Tenon Saw Risk Management Form,Tenon Saw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/tenon-saw-risk-manage-ment-form-2838>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/tenon-saw-risk-manage-ment-form-2838
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-263,tenon-saw-safe-work-procedure,4,Tenon Saw Safe Work Procedure,Tenon Saw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/tenon-saw-safe-work-proce-dure-2837>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/tenon-saw-safe-work-proce-dure-2837
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-264,vertical-panel-saw-risk-management-form,4,Vertical Panel Saw Risk Management Form,Vertical Panel Saw Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/vertical-panel-saw-risk-management-form-2857>,plant-equipment-mgmt-233,"risk, cutting, saw, form",https://content.sdp.education.vic.gov.au/media/vertical-panel-saw-risk-management-form-2857
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-265,vertical-panel-saw-safe-work-procedure,4,Vertical Panel Saw Safe Work Procedure,Vertical Panel Saw Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/vertical-panel-saw-safe-work-procedure-2856>,plant-equipment-mgmt-233,"cutting, saw, procedure",https://content.sdp.education.vic.gov.au/media/vertical-panel-saw-safe-work-procedure-2856
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-266,shaping-tools,4,Shaping tools,,plant-equipment-mgmt-188,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-267,angle-grinder-risk-management-form,4,Angle Grinder Risk Management Form,Angle Grinder Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/angle-grinder-risk-manage-ment-form-2648>,plant-equipment-mgmt-266,"risk, grinder, form",https://content.sdp.education.vic.gov.au/media/angle-grinder-risk-manage-ment-form-2648
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-268,angle-grinder-safe-work-procedure,4,Angle Grinder Safe Work Procedure,Angle Grinder Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/angle-grinder-safe-work-procedure-2647>,plant-equipment-mgmt-266,"grinder, procedure",https://content.sdp.education.vic.gov.au/media/angle-grinder-safe-work-procedure-2647
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-269,centrifugal-casting-machine-risk-management-form,4,Centrifugal Casting Machine Risk Management Form,Centrifugal Casting Machine Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/centrifugal-casting-ma-chine-risk-management-form-2669>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/centrifugal-casting-ma-chine-risk-management-form-2669
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-270,centrifugal-casting-machine-safe-work-procedure,4,Centrifugal Casting Machine Safe Work Procedure,Centrifugal Casting Machine Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/centrifugal-casting-ma-chine-safe-work-procedure-2668>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/centrifugal-casting-ma-chine-safe-work-procedure-2668
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-271,cnc-milling-machine-risk-management-form,4,CNC Milling Machine Risk Management Form,CNC Milling Machine Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/cnc-milling-machine-risk-management-form-2680>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/cnc-milling-machine-risk-management-form-2680
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-272,cnc-milling-machine-safe-work-procedure,4,CNC Milling Machine Safe Work Procedure,CNC Milling Machine Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/cnc-milling-machine-safe-work-procedure-2679>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/cnc-milling-machine-safe-work-procedure-2679
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-273,cnc-router-risk-management-form,4,CNC Router Risk Management Form,CNC Router Risk Management Form (DOCX),plant-equipment-mgmt-266,"risk, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-274,shaping-tools-item-8,4,Shaping tools item 8,<Https://content.sdp.education.vic.gov.au/media/cnc-router-risk-manage-ment-form-2682>,plant-equipment-mgmt-266,"risk, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-275,cnc-router-safe-work-procedure,4,CNC Router Safe Work Procedure,CNC Router Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/cnc-router-safe-work-proce-dure-2681>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/cnc-router-safe-work-proce-dure-2681
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-276,grinder-bench-and-pedestal-risk-management-form,4,"Grinder, Bench and Pedestal Risk Management Form","Grinder, Bench and Pedestal Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/grinder-bench-and-pedestal-risk-management-form-2712>",plant-equipment-mgmt-266,"risk, grinder, form",https://content.sdp.education.vic.gov.au/media/grinder-bench-and-pedestal-risk-management-form-2712
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-277,grinder-bench-and-pedestal-safe-work-procedure,4,"Grinder, Bench and Pedestal Safe Work Procedure","Grinder, Bench and Pedestal Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/grinder-bench-and-pedestal-safe-work-procedure-2711>",plant-equipment-mgmt-266,"grinder, procedure",https://content.sdp.education.vic.gov.au/media/grinder-bench-and-pedestal-safe-work-procedure-2711
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-278,hydraulic-press-risk-management-form,4,Hydraulic Press Risk Management Form,Hydraulic Press Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/hydraulic-press-risk-man-agement-form-2730>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/hydraulic-press-risk-man-agement-form-2730
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-279,hydraulic-press-safe-work-procedure,4,Hydraulic Press Safe Work Procedure,Hydraulic Press Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/hydraulic-press-safe-work-procedure-2729>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/hydraulic-press-safe-work-procedure-2729
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-280,metal-lathe-risk-management-form,4,Metal Lathe Risk Management Form,Metal Lathe Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/metal-lathe-risk-manage-ment-form-2748>,plant-equipment-mgmt-266,"risk, lathe, form",https://content.sdp.education.vic.gov.au/media/metal-lathe-risk-manage-ment-form-2748
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-281,metal-lathe-safe-work-procedure,4,Metal Lathe Safe Work Procedure,Metal Lathe Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/metal-lathe-safe-work-pro-cedure-2747>,plant-equipment-mgmt-266,"lathe, procedure",https://content.sdp.education.vic.gov.au/media/metal-lathe-safe-work-pro-cedure-2747
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-282,metal-rolling-machine-risk-management-form,4,Metal Rolling Machine Risk Management Form,Metal Rolling Machine Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/metal-rolling-machine-risk-management-form-2752>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/metal-rolling-machine-risk-management-form-2752
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-283,metal-rolling-machine-safe-work-proceduremetal-rolling-machine-safe-work-procedu,4,Metal Rolling Machine Safe Work ProcedureMetal Rolling Machine Safe Work Procedure,Metal Rolling Machine Safe Work ProcedureMetal Rolling Machine Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/metal-rolling-machine-safe-work-procedure-2751>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/metal-rolling-machine-safe-work-procedure-2751
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-284,milling-machine-risk-management-formmilling-machine-risk-management-form,4,Milling Machine Risk Management FormMilling Machine Risk Management Form,Milling Machine Risk Management FormMilling Machine Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/milling-machine-risk-man-agement-form-2750>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/milling-machine-risk-man-agement-form-2750
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-285,milling-machine-safe-work-proceduremilling-machine-safe-work-procedure,4,Milling Machine Safe Work ProcedureMilling Machine Safe Work Procedure,Milling Machine Safe Work ProcedureMilling Machine Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/milling-machine-safe-work-procedure-2749>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/milling-machine-safe-work-procedure-2749
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-286,plastic-strip-heater-risk-management-formplastic-strip-heater-risk-management-fo,4,Plastic Strip Heater Risk Management FormPlastic Strip Heater Risk Management Form,Plastic Strip Heater Risk Management FormPlastic Strip Heater Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/plastic-strip-heater-risk-management-form-2789>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/plastic-strip-heater-risk-management-form-2789
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-287,plastic-strip-heater-safe-work-procedureplastic-strip-heater-safe-work-procedure,4,Plastic Strip Heater Safe Work ProcedurePlastic Strip Heater Safe Work Procedure,Plastic Strip Heater Safe Work ProcedurePlastic Strip Heater Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/plastic-strip-heater-safe-work-procedure-2788>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/plastic-strip-heater-safe-work-procedure-2788
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-288,router-plunge-risk-management-formrouter-plunge-risk-management-form,4,Router – Plunge Risk Management FormRouter – Plunge Risk Management Form,Router – Plunge Risk Management FormRouter – Plunge Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/router-plunge-risk-manage-ment-form-2809>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/router-plunge-risk-manage-ment-form-2809
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-289,router-plunge-safe-work-procedurerouter-plunge-safe-work-procedure,4,Router – Plunge Safe Work ProcedureRouter – Plunge Safe Work Procedure,Router – Plunge Safe Work ProcedureRouter – Plunge Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/router-plunge-safe-work-procedure-2808>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/router-plunge-safe-work-procedure-2808
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-290,router-table-mounted-risk-management-formrouter-table-mounted-risk-management-fo,4,Router – Table Mounted Risk Management FormRouter – Table Mounted Risk Management Form,Router – Table Mounted Risk Management FormRouter – Table Mounted Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/router-table-mounted-risk-management-form-2811>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/router-table-mounted-risk-management-form-2811
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-291,router-table-mounted-safe-work-procedurerouter-table-mounted-safe-work-procedure,4,Router – Table Mounted Safe Work ProcedureRouter – Table Mounted Safe Work Procedure,Router – Table Mounted Safe Work ProcedureRouter – Table Mounted Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/router-table-mounted-safe-work-procedure-2810>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/router-table-mounted-safe-work-procedure-2810
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-292,swaging-machine-risk-management-formswaging-machine-risk-management-form,4,Swaging Machine Risk Management FormSwaging Machine Risk Management Form,Swaging Machine Risk Management FormSwaging Machine Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/swaging-machine-risk-man-agement-form-2834>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/swaging-machine-risk-man-agement-form-2834
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-293,swaging-machine-safe-work-procedureswaging-machine-safe-work-procedure,4,Swaging Machine Safe Work ProcedureSwaging Machine Safe Work Procedure,Swaging Machine Safe Work ProcedureSwaging Machine Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/swaging-machine-safe-work-procedure-2833>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/swaging-machine-safe-work-procedure-2833
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-294,thicknesser-risk-management-formthicknesser-risk-management-form,4,Thicknesser Risk Management FormThicknesser Risk Management Form,Thicknesser Risk Management FormThicknesser Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/thicknesser-risk-manage-ment-form-2841>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/thicknesser-risk-manage-ment-form-2841
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-295,thicknesser-safe-work-procedurethicknesser-safe-work-procedure,4,Thicknesser Safe Work ProcedureThicknesser Safe Work Procedure,Thicknesser Safe Work ProcedureThicknesser Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/thicknesser-safe-work-pro-cedure-2840>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/thicknesser-safe-work-pro-cedure-2840
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-296,vacuum-former-risk-management-formvacuum-former-risk-management-form,4,Vacuum Former Risk Management FormVacuum Former Risk Management Form,Vacuum Former Risk Management FormVacuum Former Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/vacuum-former-risk-man-agement-form-2853>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/vacuum-former-risk-man-agement-form-2853
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-297,vacuum-former-safe-work-procedurevacuum-former-safe-work-procedure,4,Vacuum Former Safe Work ProcedureVacuum Former Safe Work Procedure,Vacuum Former Safe Work ProcedureVacuum Former Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/vacuum-former-safe-work-procedure-2852>,plant-equipment-mgmt-266,"procedure, form",https://content.sdp.education.vic.gov.au/media/vacuum-former-safe-work-procedure-2852
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-298,wood-engraver-portable-risk-management-formwood-engraver-portable-risk-managemen,4,Wood Engraver – Portable Risk Management FormWood Engraver – Portable Risk Management Form,Wood Engraver – Portable Risk Management FormWood Engraver – Portable Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/wood-engraver-portable-risk-management-form-2868>,plant-equipment-mgmt-266,"risk, form",https://content.sdp.education.vic.gov.au/media/wood-engraver-portable-risk-management-form-2868
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-299,wood-engraver-portable-safe-work-procedure,4,Wood Engraver – Portable Safe Work Procedure,Wood Engraver – Portable Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/wood-engraver-portable-safe-work-procedure-2867>,plant-equipment-mgmt-266,procedure,https://content.sdp.education.vic.gov.au/media/wood-engraver-portable-safe-work-procedure-2867
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-300,wood-lathe-risk-management-form,4,Wood Lathe Risk Management Form,Wood Lathe Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/wood-lathe-risk-manage-ment-form-2870>,plant-equipment-mgmt-266,"risk, lathe, form",https://content.sdp.education.vic.gov.au/media/wood-lathe-risk-manage-ment-form-2870
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-301,wood-lathe-safe-work-procedure,4,Wood Lathe Safe Work Procedure,Wood Lathe Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/wood-lathe-safe-work-pro-cedure-2869>,plant-equipment-mgmt-266,"lathe, procedure",https://content.sdp.education.vic.gov.au/media/wood-lathe-safe-work-pro-cedure-2869
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-302,joining-tools,4,Joining tools,,plant-equipment-mgmt-188,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-303,arc-welder-risk-management-form,4,Arc Welder Risk Management Form,Arc Welder Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/arc-welder-risk-manage-ment-form-2650>,plant-equipment-mgmt-302,"risk, form",https://content.sdp.education.vic.gov.au/media/arc-welder-risk-manage-ment-form-2650
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-304,arc-welder-safe-work-procedure,4,Arc Welder Safe Work Procedure,Arc Welder Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/arc-welder-safe-work-proce-dure-2649>,plant-equipment-mgmt-302,procedure,https://content.sdp.education.vic.gov.au/media/arc-welder-safe-work-proce-dure-2649
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-305,biscuit-joiner-risk-management-formbiscuit-joiner-risk-management-form,4,Biscuit Joiner Risk Management FormBiscuit Joiner Risk Management Form,Biscuit Joiner Risk Management FormBiscuit Joiner Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/biscuit-joiner-risk-manage-ment-form-2663>,plant-equipment-mgmt-302,"risk, form",https://content.sdp.education.vic.gov.au/media/biscuit-joiner-risk-manage-ment-form-2663
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-306,biscuit-joiner-safe-work-procedurebiscuit-joiner-safe-work-procedure,4,Biscuit Joiner Safe Work ProcedureBiscuit Joiner Safe Work Procedure,Biscuit Joiner Safe Work ProcedureBiscuit Joiner Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/biscuit-joiner-safe-work-pro-cedure-2662>,plant-equipment-mgmt-302,procedure,https://content.sdp.education.vic.gov.au/media/biscuit-joiner-safe-work-pro-cedure-2662
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-307,dowelling-machine-risk-management-formdowelling-machine-risk-management-form,4,Dowelling Machine Risk Management FormDowelling Machine Risk Management Form,Dowelling Machine Risk Management FormDowelling Machine Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/dowelling-machine-risk-management-form-2692>,plant-equipment-mgmt-302,"risk, form",https://content.sdp.education.vic.gov.au/media/dowelling-machine-risk-management-form-2692
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-308,dowelling-machine-safe-work-procedure,4,Dowelling Machine Safe Work Procedure,Dowelling Machine Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/dowelling-machine-safe-work-procedure-2691>,plant-equipment-mgmt-302,procedure,https://content.sdp.education.vic.gov.au/media/dowelling-machine-safe-work-procedure-2691
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-309,drill-press-risk-management-formdrill-press-risk-management-form,4,Drill Press Risk Management FormDrill Press Risk Management Form,Drill Press Risk Management FormDrill Press Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/drill-press-risk-manage-ment-form-2694>,plant-equipment-mgmt-302,"risk, drill, form",https://content.sdp.education.vic.gov.au/media/drill-press-risk-manage-ment-form-2694
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-310,drill-press-safe-work-proceduredrill-press-safe-work-procedure,4,Drill Press Safe Work ProcedureDrill Press Safe Work Procedure,Drill Press Safe Work ProcedureDrill Press Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/drill-press-safe-work-proce-dure-2693>,plant-equipment-mgmt-302,"drill, procedure",https://content.sdp.education.vic.gov.au/media/drill-press-safe-work-proce-dure-2693
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-311,gas-torch-risk-management-formgas-torch-risk-management-form,4,Gas Torch Risk Management FormGas Torch Risk Management Form,Gas Torch Risk Management FormGas Torch Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/gas-torch-risk-management-form-2708>(DOCX) <https://content.sdp.education.vic.gov.au/media/gas-torch-risk-management-form-2708>,plant-equipment-mgmt-302,"risk, form",https://content.sdp.education.vic.gov.au/media/gas-torch-risk-management-form-2708; https://content.sdp.education.vic.gov.au/media/gas-torch-risk-management-form-2708
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-312,gas-torch-safe-work-procedure,4,Gas Torch Safe Work Procedure,Gas Torch Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/gas-torch-safe-work-proce-dure-2707>,plant-equipment-mgmt-302,procedure,https://content.sdp.education.vic.gov.au/media/gas-torch-safe-work-proce-dure-2707
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-313,horizontal-borer-risk-management-formhorizontal-borer-risk-management-form,4,Horizontal Borer Risk Management FormHorizontal Borer Risk Management Form,Horizontal Borer Risk Management FormHorizontal Borer Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/horizontal-borer-risk-man-agement-form-2725>,plant-equipment-mgmt-302,"risk, form",https://content.sdp.education.vic.gov.au/media/horizontal-borer-risk-man-agement-form-2725
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-314,horizontal-borer-safe-work-procedure,4,Horizontal Borer Safe Work Procedure,Horizontal Borer Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/horizontal-borer-safe-work-procedure-2724>,plant-equipment-mgmt-302,procedure,https://content.sdp.education.vic.gov.au/media/horizontal-borer-safe-work-procedure-2724
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-315,mig-welding-risk-management-formmig-welding-risk-management-form,4,MIG Welding Risk Management FormMIG Welding Risk Management Form,MIG Welding Risk Management FormMIG Welding Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/mig-welding-risk-manage-ment-form-2754>,plant-equipment-mgmt-302,"risk, welding, form",https://content.sdp.education.vic.gov.au/media/mig-welding-risk-manage-ment-form-2754
